"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:8f5:2bf:3f57:fe5a","TCP","86","61857  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1220 WS=256 SACK_PERM"
"2","4.913875","1.0.168.192","224.0.0.1","ICMP","60","Mobile IP Advertisement (Normal router advertisement)"
"3","6.015845","192.168.0.251","213.147.165.117","TCP","66","61857  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"4","7.030027","192.168.0.251","213.147.165.117","TCP","66","[TCP Retransmission] 61857  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5","9.039160","192.168.0.251","213.147.165.117","TCP","66","[TCP Retransmission] 61857  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"6","10.533851","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","Who has 192.168.0.1? Tell 192.168.0.251"
"7","10.534651","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","192.168.0.1 is at 02:10:18:7b:f7:64"
"8","13.040204","192.168.0.251","213.147.165.117","TCP","66","[TCP Retransmission] 61857  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"9","14.093515","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:8388:8640:7a80:10:18ff:fe7b:f764","DNS","95","Standard query 0x7b7f A wpad.telekom.ip"
"10","14.093601","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:8388:8640:7a80:10:18ff:fe7b:f764","DNS","95","Standard query 0xeb5e A wpad.telekom.ip"
"11","14.093767","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:8388:8640:7a80:10:18ff:fe7b:f764","DNS","95","Standard query 0x6e77 AAAA wpad.telekom.ip"
"12","14.094545","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:8388:8640:7a80:10:18ff:fe7b:f764","DNS","95","Standard query 0x85d1 AAAA wpad.telekom.ip"
"13","14.098254","2a02:8388:8640:7a80:10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","DNS","95","Standard query response 0x7b7f No such name A wpad.telekom.ip"
"14","14.100139","2a02:8388:8640:7a80:10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","DNS","95","Standard query response 0xeb5e No such name A wpad.telekom.ip"
"15","14.101129","2a02:8388:8640:7a80:10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","DNS","95","Standard query response 0x6e77 No such name AAAA wpad.telekom.ip"
"16","14.101466","2a02:8388:8640:7a80:10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","DNS","95","Standard query response 0x85d1 No such name AAAA wpad.telekom.ip"
"17","19.031403","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:8388:8640:7a80:10:18ff:fe7b:f764","ICMPv6","86","Neighbor Solicitation for 2a02:8388:8640:7a80:10:18ff:fe7b:f764 from c8:d9:d2:33:12:d3"
"18","19.032110","2a02:8388:8640:7a80:10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","ICMPv6","78","Neighbor Advertisement 2a02:8388:8640:7a80:10:18ff:fe7b:f764 (rtr, sol)"
"19","19.552695","fe80::10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","ICMPv6","86","Neighbor Solicitation for 2a02:8388:8640:7a80:7869:2d93:b272:cf93 from 02:10:18:7b:f7:64"
"20","19.552816","2a02:8388:8640:7a80:7869:2d93:b272:cf93","fe80::10:18ff:fe7b:f764","ICMPv6","86","Neighbor Advertisement 2a02:8388:8640:7a80:7869:2d93:b272:cf93 (sol, ovr) is at c8:d9:d2:33:12:d3"
"21","20.654075","fe80::ffff:ffff:fffe","ff02::2","ICMPv6","103","Router Solicitation"
"22","20.683646","fe80::8000:f227:eb36:27fb","fe80::ffff:ffff:fffe","ICMPv6","151","Router Advertisement"
"23","21.055467","192.168.0.251","213.147.165.117","TCP","66","[TCP Retransmission] 61857  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"24","24.531369","fe80::1d2:b3b3:b3d5:978a","fe80::10:18ff:fe7b:f764","ICMPv6","86","Neighbor Solicitation for fe80::10:18ff:fe7b:f764 from c8:d9:d2:33:12:d3"
"25","24.531950","fe80::10:18ff:fe7b:f764","fe80::1d2:b3b3:b3d5:978a","ICMPv6","78","Neighbor Advertisement fe80::10:18ff:fe7b:f764 (rtr, sol)"
"26","25.697129","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","Who has 192.168.0.251? Tell 192.168.0.1"
"27","25.697168","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","192.168.0.251 is at c8:d9:d2:33:12:d3"
"28","26.797193","fe80::10:18ff:fe7b:f764","ff02::15d","UDP","110","14045  >  14041 Len=48"
"29","29.793145","fe80::10:18ff:fe7b:f764","fe80::1d2:b3b3:b3d5:978a","ICMPv6","86","Neighbor Solicitation for fe80::1d2:b3b3:b3d5:978a from 02:10:18:7b:f7:64"
"30","29.793350","fe80::1d2:b3b3:b3d5:978a","fe80::10:18ff:fe7b:f764","ICMPv6","86","Neighbor Advertisement fe80::1d2:b3b3:b3d5:978a (sol, ovr) is at c8:d9:d2:33:12:d3"
"31","36.631627","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:26f0:11a:3a3::21cc","TCP","74","61843  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"32","36.631761","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:26f0:11a:3a3::21cc","TCP","74","61853  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"33","36.631852","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a00:1450:4016:80a::2003","TCP","74","61844  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"34","36.631914","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a00:1450:4016:80a::2003","TCP","74","61854  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"35","36.631988","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a04:4e42:41::684","TCP","74","61845  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"36","36.632053","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a04:4e42:41::684","TCP","74","61855  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"37","36.638831","2a02:26f0:11a:3a3::21cc","2a02:8388:8640:7a80:7869:2d93:b272:cf93","TCP","74","80  >  61843 [FIN, ACK] Seq=1 Ack=2 Win=505 Len=0"
"38","36.638861","2a04:4e42:41::684","2a02:8388:8640:7a80:7869:2d93:b272:cf93","TCP","74","80  >  61845 [ACK] Seq=1 Ack=2 Win=270 Len=0"
"39","36.638861","2a04:4e42:41::684","2a02:8388:8640:7a80:7869:2d93:b272:cf93","TCP","74","80  >  61845 [FIN, ACK] Seq=1 Ack=2 Win=270 Len=0"
"40","36.638942","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:26f0:11a:3a3::21cc","TCP","74","61843  >  80 [ACK] Seq=2 Ack=2 Win=254 Len=0"
"41","36.638987","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a04:4e42:41::684","TCP","74","61845  >  80 [ACK] Seq=2 Ack=2 Win=254 Len=0"
"42","36.642077","2a04:4e42:41::684","2a02:8388:8640:7a80:7869:2d93:b272:cf93","TCP","74","80  >  61855 [ACK] Seq=1 Ack=2 Win=270 Len=0"
"43","36.642077","2a04:4e42:41::684","2a02:8388:8640:7a80:7869:2d93:b272:cf93","TCP","74","80  >  61855 [FIN, ACK] Seq=1 Ack=2 Win=270 Len=0"
"44","36.642169","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a04:4e42:41::684","TCP","74","61855  >  80 [ACK] Seq=2 Ack=2 Win=254 Len=0"
"45","36.644616","2a00:1450:4016:80a::2003","2a02:8388:8640:7a80:7869:2d93:b272:cf93","TCP","74","80  >  61844 [FIN, ACK] Seq=1 Ack=2 Win=1052 Len=0"
"46","36.644633","2a00:1450:4016:80a::2003","2a02:8388:8640:7a80:7869:2d93:b272:cf93","TCP","74","80  >  61854 [FIN, ACK] Seq=1 Ack=2 Win=1052 Len=0"
"47","36.644703","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a00:1450:4016:80a::2003","TCP","74","61844  >  80 [ACK] Seq=2 Ack=2 Win=254 Len=0"
"48","36.644723","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a00:1450:4016:80a::2003","TCP","74","61854  >  80 [ACK] Seq=2 Ack=2 Win=254 Len=0"
"49","36.653893","2a02:26f0:11a:3a3::21cc","2a02:8388:8640:7a80:7869:2d93:b272:cf93","TCP","74","80  >  61853 [FIN, ACK] Seq=1 Ack=2 Win=505 Len=0"
"50","36.653980","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:26f0:11a:3a3::21cc","TCP","74","61853  >  80 [ACK] Seq=2 Ack=2 Win=254 Len=0"
"51","49.641786","fe80::ffff:ffff:fffe","ff02::2","ICMPv6","103","Router Solicitation"
"52","49.671569","fe80::8000:f227:eb36:27fb","fe80::ffff:ffff:fffe","ICMPv6","151","Router Advertisement"
"53","54.527599","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","Who has 192.168.0.1? Tell 192.168.0.251"
"54","54.527946","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","192.168.0.1 is at 02:10:18:7b:f7:64"
"55","54.881895","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","Who has 192.168.0.251? Tell 192.168.0.1"
"56","54.881934","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","192.168.0.251 is at c8:d9:d2:33:12:d3"
"57","65.063223","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"58","65.063311","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"59","67.041545","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"60","67.041633","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"61","67.201920","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","IPv6","108","IPv6 no next header"
"62","67.202911","192.168.0.251","192.168.8.195","UDP","94","55373  >  51794 Len=52"
"63","67.203082","192.168.0.251","10.135.198.54","UDP","94","55373  >  51794 Len=52"
"64","67.203135","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"65","67.203248","192.168.0.251","213.225.11.177","UDP","94","55373  >  14460 Len=52"
"66","68.084310","192.168.0.251","213.225.11.177","UDP","114","55373  >  4995 Len=72"
"67","71.754108","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","IPv6","108","IPv6 no next header"
"68","71.754826","192.168.0.251","192.168.8.195","UDP","94","55373  >  51794 Len=52"
"69","71.754908","192.168.0.251","10.135.198.54","UDP","94","55373  >  51794 Len=52"
"70","71.754943","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"71","71.754983","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"72","71.755037","192.168.0.251","213.225.11.177","UDP","94","55373  >  14460 Len=52"
"73","72.039494","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"74","72.087127","192.168.0.251","213.225.11.177","UDP","114","55373  >  4995 Len=72"
"75","73.753966","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","IPv6","108","IPv6 no next header"
"76","73.754643","192.168.0.251","192.168.8.195","UDP","94","55373  >  51794 Len=52"
"77","73.754716","192.168.0.251","10.135.198.54","UDP","94","55373  >  51794 Len=52"
"78","73.754749","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"79","73.754788","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"80","73.754841","192.168.0.251","213.225.11.177","UDP","94","55373  >  14460 Len=52"
"81","74.031950","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"82","75.753816","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","IPv6","108","IPv6 no next header"
"83","75.754623","192.168.0.251","192.168.8.195","UDP","94","55373  >  51794 Len=52"
"84","75.754716","192.168.0.251","10.135.198.54","UDP","94","55373  >  51794 Len=52"
"85","75.754759","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"86","75.754802","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"87","75.754860","192.168.0.251","213.225.11.177","UDP","94","55373  >  14460 Len=52"
"88","76.039506","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"89","78.944925","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","Who has 192.168.0.251? Tell 192.168.0.1"
"90","78.944959","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","192.168.0.251 is at c8:d9:d2:33:12:d3"
"91","80.099634","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"92","80.099707","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"93","80.192072","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","IPv6","108","IPv6 no next header"
"94","80.192653","192.168.0.251","213.225.11.177","UDP","114","55373  >  4995 Len=72"
"95","80.192731","192.168.0.251","192.168.8.195","UDP","94","55373  >  51794 Len=52"
"96","80.192800","192.168.0.251","10.135.198.54","UDP","94","55373  >  51794 Len=52"
"97","80.192831","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"98","80.192865","192.168.0.251","213.225.11.177","UDP","94","55373  >  14460 Len=52"
"99","80.533428","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","Who has 192.168.0.1? Tell 192.168.0.251"
"100","80.533930","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","192.168.0.1 is at 02:10:18:7b:f7:64"
"101","84.752062","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","IPv6","108","IPv6 no next header"
"102","84.752751","192.168.0.251","192.168.8.195","UDP","94","55373  >  51794 Len=52"
"103","84.752823","192.168.0.251","10.135.198.54","UDP","94","55373  >  51794 Len=52"
"104","84.752858","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"105","84.752896","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"106","84.752948","192.168.0.251","213.225.11.177","UDP","94","55373  >  14460 Len=52"
"107","85.033207","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"108","86.112022","192.168.0.251","213.225.11.177","TCP","66","61879  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"109","86.751887","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","IPv6","108","IPv6 no next header"
"110","86.752554","192.168.0.251","192.168.8.195","UDP","94","55373  >  51794 Len=52"
"111","86.752638","192.168.0.251","10.135.198.54","UDP","94","55373  >  51794 Len=52"
"112","86.752672","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"113","86.752713","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"114","86.752765","192.168.0.251","213.225.11.177","UDP","94","55373  >  14460 Len=52"
"115","86.803462","fe80::10:18ff:fe7b:f764","ff02::15d","UDP","110","14045  >  14041 Len=48"
"116","87.027502","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"117","87.124255","192.168.0.251","213.225.11.177","TCP","66","[TCP Retransmission] 61879  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"118","88.727057","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","IPv6","108","IPv6 no next header"
"119","88.727711","192.168.0.251","192.168.8.195","UDP","94","55373  >  51794 Len=52"
"120","88.727783","192.168.0.251","10.135.198.54","UDP","94","55373  >  51794 Len=52"
"121","88.727817","192.168.0.251","213.225.11.177","UDP","94","55373  >  4995 Len=52"
"122","88.727859","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"123","88.727910","192.168.0.251","213.225.11.177","UDP","94","55373  >  14460 Len=52"
"124","89.036792","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:10cf:ec7c:2a1e:f44e","IPv6","98","IPv6 no next header"
"125","89.133174","192.168.0.251","213.225.11.177","TCP","66","[TCP Retransmission] 61879  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"126","93.137131","192.168.0.251","213.225.11.177","TCP","66","[TCP Retransmission] 61879  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"127","93.537888","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","Who has 192.168.0.1? Tell 192.168.0.251"
"128","93.538397","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","192.168.0.1 is at 02:10:18:7b:f7:64"
"129","101.145468","192.168.0.251","213.225.11.177","TCP","66","[TCP Retransmission] 61879  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"130","118.263038","fe80::ffff:ffff:fffe","ff02::2","ICMPv6","103","Router Solicitation"
"131","118.296395","fe80::8000:f227:eb36:27fb","fe80::ffff:ffff:fffe","ICMPv6","151","Router Advertisement"
"132","123.032832","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","Who has 192.168.0.1? Tell 192.168.0.251"
"133","123.033325","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","192.168.0.1 is at 02:10:18:7b:f7:64"
"134","145.127425","192.168.0.251","91.141.63.42","UDP","94","55373  >  12246 Len=52"
"135","145.127540","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:2c62:d029:a472:c0d5","IPv6","98","IPv6 no next header"
"136","146.510788","fe80::ffff:ffff:fffe","ff02::2","ICMPv6","103","Router Solicitation"
"137","146.536927","fe80::8000:f227:eb36:27fb","fe80::ffff:ffff:fffe","ICMPv6","151","Router Advertisement"
"138","146.805619","fe80::10:18ff:fe7b:f764","ff02::15d","UDP","110","14045  >  14041 Len=48"
"139","147.040219","192.168.0.251","91.141.63.42","UDP","94","55373  >  12246 Len=52"
"140","147.040288","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:2c62:d029:a472:c0d5","IPv6","98","IPv6 no next header"
"141","149.031701","192.168.0.251","91.141.63.42","UDP","94","55373  >  12246 Len=52"
"142","149.031787","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:2c62:d029:a472:c0d5","IPv6","98","IPv6 no next header"
"143","150.041402","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","Who has 192.168.0.1? Tell 192.168.0.251"
"144","150.041853","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","192.168.0.1 is at 02:10:18:7b:f7:64"
"145","152.150488","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:2c62:d029:a472:c0d5","TCP","86","61881  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1220 WS=256 SACK_PERM"
"146","154.952426","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:8388:8640:7a80:10:18ff:fe7b:f764","DNS","112","Standard query 0x92c4 A mobile.events.data.microsoft.com"
"147","154.953166","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:8388:8640:7a80:10:18ff:fe7b:f764","DNS","112","Standard query 0xfc82 AAAA mobile.events.data.microsoft.com"
"148","154.960325","2a02:8388:8640:7a80:10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","DNS","232","Standard query response 0x92c4 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus09.westus.cloudapp.azure.com A 20.189.173.10"
"149","154.965228","2a02:8388:8640:7a80:10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","DNS","276","Standard query response 0xfc82 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus09.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"150","154.966568","192.168.0.251","20.189.173.10","TCP","66","61882  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"151","155.139837","20.189.173.10","192.168.0.251","TCP","66","443  >  61882 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1420 WS=256 SACK_PERM"
"152","155.140054","192.168.0.251","20.189.173.10","TCP","54","61882  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"153","155.144990","192.168.0.251","20.189.173.10","TLSv1.2","613","Client Hello (SNI=mobile.events.data.microsoft.com)"
"154","155.319981","20.189.173.10","192.168.0.251","TLSv1.2","738","[TCP Previous segment not captured] , Ignored Unknown Record"
"155","155.319981","20.189.173.10","192.168.0.251","TCP","1474","[TCP Retransmission] 443  >  61882 [ACK] Seq=1 Ack=560 Win=4194048 Len=1420"
"156","155.319981","20.189.173.10","192.168.0.251","TCP","1474","[TCP Retransmission] 443  >  61882 [ACK] Seq=1421 Ack=560 Win=4194048 Len=1420"
"157","155.319981","20.189.173.10","192.168.0.251","TCP","1474","[TCP Retransmission] 443  >  61882 [ACK] Seq=2841 Ack=560 Win=4194048 Len=1420"
"158","155.319981","20.189.173.10","192.168.0.251","TCP","1474","[TCP Retransmission] 443  >  61882 [ACK] Seq=4261 Ack=560 Win=4194048 Len=1420"
"159","155.320121","192.168.0.251","20.189.173.10","TCP","66","[TCP Dup ACK 152#1] 61882  >  443 [ACK] Seq=560 Ack=1 Win=262144 Len=0 SLE=5681 SRE=6365"
"160","155.320273","192.168.0.251","20.189.173.10","TCP","54","61882  >  443 [ACK] Seq=560 Ack=6365 Win=262144 Len=0"
"161","155.342062","192.168.0.251","20.189.173.10","TLSv1.2","134","Change Cipher Spec, Application Data"
"162","155.342368","192.168.0.251","20.189.173.10","TLSv1.2","1049","Application Data"
"163","155.514098","20.189.173.10","192.168.0.251","TLSv1.2","157","Application Data"
"164","155.514247","192.168.0.251","20.189.173.10","TCP","54","61882  >  443 [ACK] Seq=1635 Ack=6468 Win=261888 Len=0"
"165","155.518542","20.189.173.10","192.168.0.251","TCP","60","443  >  61882 [ACK] Seq=6468 Ack=1635 Win=4194560 Len=0"
"166","155.518542","20.189.173.10","192.168.0.251","TLSv1.2","574","Application Data"
"167","155.518667","192.168.0.251","20.189.173.10","TCP","54","61882  >  443 [ACK] Seq=1635 Ack=6988 Win=261376 Len=0"
"168","157.033976","fe80::1d2:b3b3:b3d5:978a","fe80::10:18ff:fe7b:f764","ICMPv6","86","Neighbor Solicitation for fe80::10:18ff:fe7b:f764 from c8:d9:d2:33:12:d3"
"169","157.034916","fe80::10:18ff:fe7b:f764","fe80::1d2:b3b3:b3d5:978a","ICMPv6","78","Neighbor Advertisement fe80::10:18ff:fe7b:f764 (rtr, sol)"
"170","159.539063","2a02:8388:8640:7a80:7869:2d93:b272:cf93","2a02:8388:8640:7a80:10:18ff:fe7b:f764","ICMPv6","86","Neighbor Solicitation for 2a02:8388:8640:7a80:10:18ff:fe7b:f764 from c8:d9:d2:33:12:d3"
"171","159.540057","2a02:8388:8640:7a80:10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","ICMPv6","78","Neighbor Advertisement 2a02:8388:8640:7a80:10:18ff:fe7b:f764 (rtr, sol)"
"172","160.164970","2001:0:14c9:d804:3c35:7b0a:ab8c:2233","2001:0:14c9:d804:2c62:d029:a472:c0d5","TCP","86","[TCP Retransmission] 61881  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1220 WS=256 SACK_PERM"
"173","160.353673","MS-NLB-PhysServer-16_18:7b:f7:64","HewlettPacka_33:12:d3","ARP","60","Who has 192.168.0.251? Tell 192.168.0.1"
"174","160.353709","HewlettPacka_33:12:d3","MS-NLB-PhysServer-16_18:7b:f7:64","ARP","42","192.168.0.251 is at c8:d9:d2:33:12:d3"
"175","160.353774","fe80::10:18ff:fe7b:f764","2a02:8388:8640:7a80:7869:2d93:b272:cf93","ICMPv6","86","Neighbor Solicitation for 2a02:8388:8640:7a80:7869:2d93:b272:cf93 from 02:10:18:7b:f7:64"
"176","160.354136","2a02:8388:8640:7a80:7869:2d93:b272:cf93","fe80::10:18ff:fe7b:f764","ICMPv6","86","Neighbor Advertisement 2a02:8388:8640:7a80:7869:2d93:b272:cf93 (sol, ovr) is at c8:d9:d2:33:12:d3"
"177","162.401409","fe80::10:18ff:fe7b:f764","fe80::1d2:b3b3:b3d5:978a","ICMPv6","86","Neighbor Solicitation for fe80::1d2:b3b3:b3d5:978a from 02:10:18:7b:f7:64"
"178","162.401794","fe80::1d2:b3b3:b3d5:978a","fe80::10:18ff:fe7b:f764","ICMPv6","86","Neighbor Advertisement fe80::1d2:b3b3:b3d5:978a (sol, ovr) is at c8:d9:d2:33:12:d3"
"179","166.174116","192.168.0.251","91.141.63.42","TCP","66","61881  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"180","167.188216","192.168.0.251","91.141.63.42","TCP","66","[TCP Retransmission] 61881  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
